r,obs,theo,lo,hi
4668.93195231347,6939.79287653659,4668.93195231347,4653.352557496517,4691.735846510174
4711.766190408089,6979.569328053932,4711.766190408089,4696.451262550921,4733.585454013089
4754.6004285027075,7017.909316636698,4754.6004285027075,4741.085237856903,4776.308363397779
4797.434666597327,7054.486136004255,4797.434666597327,4783.825346363198,4818.533064367398
4840.268904691946,7091.400339223597,4840.268904691946,4827.410354529715,4860.246303791658
4883.103142786565,7127.334615611986,4883.103142786565,4869.209852202572,4904.114352919961
4925.937380881183,7164.526179769286,4925.937380881184,4912.219090079734,4948.2054086422995
4968.771618975803,7206.554536678597,4968.771618975803,4953.6616184090535,4990.886198772398
5011.605857070422,7242.109575854154,5011.605857070422,4995.2458316472585,5032.938285047229
5054.4400951650405,7280.137936785993,5054.4400951650405,5038.0194667082915,5074.332262633517
5097.27433325966,7317.235870339223,5097.27433325966,5080.172714220594,5116.324909196073
5140.108571354279,7354.018815302299,5140.108571354279,5124.962144986684,5159.803640554937
5182.942809448898,7390.8806345238745,5182.942809448898,5168.590424270866,5201.206443215669
5225.777047543516,7429.754433687087,5225.777047543516,5210.086115777871,5243.516748302724
5268.611285638136,7468.25125838114,5268.611285638136,5252.40371474974,5287.765008432642
5311.445523732755,7506.946468051899,5311.445523732754,5296.798566156186,5331.517736611164
5354.2797618273735,7545.6208815186,5354.2797618273735,5339.171761289637,5373.205554383922
5397.113999921992,7584.186401466013,5397.113999921992,5379.866309967067,5415.155727800094
5439.948238016612,7621.129198401888,5439.948238016612,5422.004058331942,5458.78707751228
5482.782476111231,7657.603034131529,5482.782476111231,5466.349653896817,5500.698312595745
5525.616714205849,7702.960327531052,5525.616714205849,5508.295103916394,5542.436277579031
5568.450952300469,7741.903726033707,5568.450952300469,5552.1551827934845,5584.399058228749
5611.285190395088,7778.869656564585,5611.285190395088,5595.986846547789,5626.598942267777
5654.1194284897065,7822.185616845305,5654.1194284897065,5639.3092601843855,5669.197188151795
5696.953666584325,7859.0983033488865,5696.953666584325,5682.611415989484,5710.276278215349
5739.787904678945,7896.636953847221,5739.787904678945,5727.22362222675,5754.164608879719
5782.622142773564,7933.3605042835325,5782.622142773564,5770.049292102734,5796.869452707158
5825.456380868182,7971.385842210937,5825.456380868182,5812.650439772823,5840.898683421516
5868.290618962801,8008.675871503033,5868.290618962801,5855.931441075388,5884.158197421088
5911.124857057421,8045.610916454616,5911.124857057421,5899.170114744372,5927.201779226413
5953.9590951520395,8086.781292408882,5953.9590951520395,5942.098411416974,5969.896215410435
5996.793333246658,8123.730350745226,5996.793333246658,5985.340071431695,6013.543493063239
6039.627571341278,8161.193635490996,6039.627571341278,6027.284990279927,6057.924062390743
6082.461809435897,8198.857533105785,6082.461809435897,6069.969357299055,6101.773702050278
6125.296047530515,8236.229384339342,6125.296047530515,6112.957884067236,6145.40935829944
6168.130285625134,8272.499873809857,6168.130285625134,6155.595908891889,6188.86518919234
6210.964523719754,8311.160622482785,6210.964523719754,6198.448514380278,6232.578592593898
6253.7987618143725,8350.688853635436,6253.7987618143725,6241.179103902874,6276.293439921306
6296.632999908991,8387.84683933562,6296.632999908991,6284.720100545771,6319.098518592144
6339.46723800361,8427.071109387733,6339.46723800361,6328.293862987863,6361.669784016938
6382.30147609823,8465.294695768516,6382.30147609823,6369.988202872168,6405.767900856799
6425.135714192848,8503.210319237298,6425.135714192848,6412.862941696429,6448.110284965651
6467.969952287467,8545.705833289876,6467.969952287467,6456.177418775378,6489.6832453015695
6510.804190382087,8583.367515595315,6510.804190382087,6499.642587259711,6531.840384674151
6553.6384284767055,8621.177708129308,6553.6384284767055,6542.401180405865,6574.390929062813
6596.472666571324,8659.386082385528,6596.472666571324,6584.603005669035,6616.800861363638
6639.306904665943,8699.371781987122,6639.306904665944,6628.117383060275,6659.965320891368
6682.141142760563,8737.929795589105,6682.141142760563,6671.799948318275,6702.463050275408
6724.975380855181,8777.190905450121,6724.975380855181,6714.904128131576,6744.956652899667
6767.8096189498,8818.703015458123,6767.8096189498,6758.495578385267,6788.264148049061
6810.643857044419,8857.823232931876,6810.643857044419,6801.539448272766,6831.705742896074
6853.4780951390385,8896.414565699999,6853.4780951390385,6843.689969669238,6874.776693476526
6896.312333233657,8934.383464093238,6896.312333233657,6885.257837032763,6916.960846556366
6939.146571328276,8972.015619923526,6939.146571328275,6928.4364546316165,6960.4415989906065
6981.980809422896,9010.916198301906,6981.980809422896,6970.690014257216,7004.523872537917
7024.815047517514,9050.088783632293,7024.815047517513,7013.786104599864,7047.863115936168
7067.649285612133,9086.376445110654,7067.649285612133,7057.21817529106,7091.97466012929
7110.483523706752,9126.568078890577,7110.483523706752,7100.412560693836,7134.77161395972
7153.3177618013715,9163.18589650082,7153.3177618013715,7142.892906456821,7177.512309144364
7196.15199989599,9199.016425133148,7196.15199989599,7185.265998449634,7220.197220950395
7238.986237990609,9235.644771853604,7238.986237990609,7226.835751205641,7264.050153007191
7281.820476085228,9272.976205195453,7281.820476085229,7270.112634457186,7307.0543182142665
7324.654714179847,9309.82587859319,7324.654714179847,7311.87351938151,7349.726024341915
7367.488952274466,9347.272246911429,7367.488952274466,7354.035523392247,7391.9203882553065
7410.323190369085,9385.57090240256,7410.323190369085,7398.559933030822,7435.53508644324
7453.1574284637045,9423.764503851602,7453.1574284637045,7442.132820345051,7479.285101051136
7495.991666558323,9460.307069214672,7495.991666558323,7484.4124878574185,7521.355799817253
7538.825904652942,9497.277145485754,7538.825904652942,7527.043854089802,7565.1412725291275
7581.660142747561,9534.715558801776,7581.660142747561,7569.208196007895,7609.03997796296
7624.49438084218,9571.677220988282,7624.49438084218,7612.721734840023,7651.713063680417
7667.328618936799,9609.121902446162,7667.328618936799,7654.147532594476,7694.5477137071275
7710.162857031418,9646.40057529473,7710.162857031418,7696.6933377302,7738.006692997233
7752.997095126037,9685.879961162145,7752.997095126037,7739.502340611118,7782.117087051857
7795.831333220656,9723.944645138163,7795.831333220655,7782.82893543701,7824.665599552768
7838.665571315275,9766.750588928788,7838.665571315276,7825.398631688111,7867.7020489653505
7881.499809409894,9803.348154903655,7881.499809409894,7867.5824858951155,7911.244295972322
7924.334047504513,9840.920489672853,7924.334047504513,7909.917847360563,7954.283843656763
7967.168285599132,9880.464749020899,7967.168285599132,7952.888809857775,7996.943495914524
8010.002523693751,9919.399584037883,8010.002523693751,7995.7695882026765,8038.58965104449
8052.83676178837,9960.873262291265,8052.83676178837,8038.0297080688515,8082.241279025693
8095.670999882989,9998.229413984247,8095.670999882989,8080.374318822448,8125.508863155257
8138.505237977608,10036.090497956884,8138.505237977608,8123.512074089253,8168.571740227119
8181.339476072227,10074.535172333468,8181.339476072228,8165.914344179543,8210.387172557499
8224.173714166845,10114.22377082196,8224.173714166845,8209.781975666752,8254.377979277846
8267.007952261465,10153.893789842741,8267.007952261465,8252.069294393646,8298.013785081881
8309.842190356085,10193.823633633981,8309.842190356085,8296.037952904828,8339.990901412917
8352.676428450703,10233.004793742582,8352.676428450703,8338.751927993855,8383.370560810703
8395.510666545322,10272.692852962296,8395.510666545322,8380.760912102965,8425.612214579622
8438.34490463994,10316.224872039998,8438.34490463994,8423.130140056168,8467.855180011147
8481.17914273456,10355.59941515377,8481.17914273456,8465.985290619583,8509.67439710778
8524.01338082918,10396.267244008148,8524.01338082918,8508.420046887677,8552.725159012401
8566.847618923797,10435.58992310714,8566.847618923797,8552.135963167713,8595.8704323799775
8609.681857018417,10475.433561863296,8609.681857018417,8594.539912646362,8639.478305159832
8652.5160951130365,10518.632179764052,8652.5160951130365,8637.639178619502,8682.220457424039
8695.350333207654,10559.567470006417,8695.350333207654,8680.770825906322,8725.481351958491
8738.184571302274,10599.853373806987,8738.184571302274,8722.464394109746,8768.439891691352
8781.018809396894,10640.201039134901,8781.018809396894,8765.284362010274,8810.497328186646
8823.853047491511,10681.055928957536,8823.853047491511,8808.06605340912,8853.715167318811
8866.687285586131,10722.701284040104,8866.687285586131,8850.115831506748,8897.282176406245
8909.521523680749,10766.43698556817,8909.521523680749,8893.248945079791,8939.523934653125
8952.355761775369,10806.957878284164,8952.355761775369,8934.975204883143,8983.15901088218
8995.189999869988,10846.44913557435,8995.189999869988,8978.045104443774,9027.053811803806
9038.024237964606,10886.544845777624,9038.024237964606,9020.97523444828,9068.358577206283
9080.858476059226,10925.484259483159,9080.858476059226,9063.696756861984,9110.610194653347
9123.692714153845,10967.952614666618,9123.692714153845,9106.568660678799,9153.482923656766
9166.526952248463,11007.797373732581,9166.526952248463,9149.307005681118,9196.114549753516
9209.361190343083,11046.058305716746,9209.361190343083,9192.79783066982,9237.79206866268
9252.195428437703,11085.330442798719,9252.195428437703,9235.095497481554,9280.36724031309
9295.02966653232,11124.581536679832,9295.02966653232,9277.645488900764,9322.350714985125
9337.86390462694,11162.807074902003,9337.86390462694,9319.8774428699,9365.925596265886
9380.698142721558,11203.897599692087,9380.698142721558,9363.563759401628,9408.55629421114
9423.532380816177,11243.408536868053,9423.532380816177,9405.720079325543,9450.902785563549
9466.366618910797,11284.665813581078,9466.366618910797,9448.989852702449,9494.664921188336
9509.200857005415,11326.122484316375,9509.200857005415,9491.70515798522,9537.765526035731
9552.035095100035,11364.956262672244,9552.035095100035,9535.537783151862,9580.948497589072
9594.869333194654,11405.080347924599,9594.869333194654,9577.519457143519,9622.964118871969
9637.703571289272,11445.382275424832,9637.703571289272,9620.245424684785,9666.138108386102
9680.537809383892,11485.496677557578,9680.537809383892,9662.449807372344,9709.408286711097
9723.372047478511,11525.534292896804,9723.372047478511,9706.34332347192,9752.929189488796
9766.20628557313,11565.026667706456,9766.20628557313,9749.282067041106,9796.662684321323
9809.040523667749,11605.947582083109,9809.040523667749,9793.2579202504,9840.708482973696
9851.874761762367,11647.373995570573,9851.874761762369,9836.161939995638,9884.30799248995
9894.708999856986,11690.309177197454,9894.708999856986,9879.134968200666,9928.043156646241
9937.543237951606,11730.430683239663,9937.543237951606,9923.299457689973,9970.393653952091
9980.377476046224,11771.828929478543,9980.377476046224,9966.777478251432,10013.993715779996
10023.211714140843,11814.861762181392,10023.211714140843,10009.724085003098,10057.169791047847
10066.045952235463,11855.495665810296,10066.045952235463,10052.67451985004,10100.406713129398
10108.880190330081,11897.274447324788,10108.880190330081,10094.754798987162,10143.576877555759
10151.7144284247,11939.525298184937,10151.7144284247,10136.933600786466,10186.5235702881
10194.54866651932,11987.368531685286,10194.54866651932,10181.330400557885,10228.607575626605
10237.382904613938,12027.374298010262,10237.382904613938,10224.232606542373,10271.65336920654
10280.217142708558,12068.107678189057,10280.217142708558,10267.927106782436,10313.794850850292
10323.051380803176,12109.575903547373,10323.051380803176,10311.219141967471,10356.353608334188
10365.885618897795,12149.677287977973,10365.885618897795,10354.562725983431,10400.121475587037
10408.719856992415,12190.363003179733,10408.719856992415,10396.608121095745,10443.428143015297
10451.554095087033,12234.436291701097,10451.554095087033,10439.653348864387,10485.570846464754
10494.388333181652,12276.336731667418,10494.388333181652,10481.798059511313,10527.716262976382
10537.222571276272,12317.32661326502,10537.222571276272,10524.593239781385,10571.904341174966
10580.05680937089,12357.590170173875,10580.05680937089,10566.966908191418,10614.68331765349
10622.89104746551,12398.62595887208,10622.891047465508,10610.103036531395,10657.175899210766
10665.72528556013,12439.455786157696,10665.72528556013,10652.945706877152,10700.74526402549
10708.559523654747,12480.436521003425,10708.559523654747,10696.274764126632,10743.337337949233
10751.393761749367,12523.015339485073,10751.393761749367,10739.694187656736,10785.703536361392
10794.227999843984,12565.097337407311,10794.227999843984,10782.127679493395,10829.783725710024
10837.062237938604,12608.844302274283,10837.062237938604,10824.556304353471,10873.464436376691
10879.896476033224,12652.98027831995,10879.896476033224,10867.938225399932,10916.939700432156
10922.730714127842,12697.597560667473,10922.730714127842,10910.402303487317,10960.28547739698
10965.564952222461,12741.554170272257,10965.564952222461,10952.55259425539,11004.487533548325
11008.39919031708,12785.834164773963,11008.39919031708,10995.181626780222,11046.940232589859
11051.233428411699,12833.77426266044,11051.233428411699,11038.628084484028,11089.713243595213
11094.067666506318,12880.29316190285,11094.067666506318,11081.726368242675,11132.037984340383
11136.901904600938,12925.72997496387,11136.901904600938,11124.175194175818,11174.371788046292
11179.736142695556,12969.958984538725,11179.736142695556,11167.198602627073,11217.041291087735
11222.570380790175,13013.975166965874,11222.570380790175,11209.63208092324,11259.616387341654
11265.404618884793,13060.931213985996,11265.404618884793,11252.242659383412,11302.758972398835
11308.238856979413,13106.603454633667,11308.238856979413,11295.057987687644,11347.018278010355
11351.073095074033,13151.789156368008,11351.073095074033,11338.326284655943,11388.766317480688
11393.90733316865,13199.293372578504,11393.90733316865,11380.355562370913,11432.420040072862
11436.74157126327,13243.884122967747,11436.74157126327,11423.139863503286,11476.061456196207
11479.57580935789,13288.842813518075,11479.57580935789,11465.1158400131,11519.288999781395
11522.410047452508,13336.52042682818,11522.410047452506,11507.845139336396,11561.27034944647
11565.244285547127,13384.48584077757,11565.244285547127,11549.910704704122,11603.378080580642
11608.078523641747,13432.1560671638,11608.078523641747,11593.513264624004,11646.873026757465
11650.912761736365,13478.543079657231,11650.912761736365,11636.726271681075,11689.715355047674
11693.746999830984,13525.511132361586,11693.746999830984,11679.257876163669,11731.87944307327
11736.581237925602,13571.556989324548,11736.581237925602,11721.48985988912,11774.506191454646
11779.415476020222,13619.713354743415,11779.415476020222,11764.233892244501,11816.401639386248
11822.249714114841,13665.018507860992,11822.249714114841,11806.182302526622,11859.713455533965
11865.08395220946,13710.104971748067,11865.08395220946,11848.804682053937,11903.318043505675
11907.918190304079,13757.260609667968,11907.918190304079,11891.468865638637,11946.370849238207
11950.752428398699,13804.408471082921,11950.752428398699,11934.444606612034,11988.78330975025
11993.586666493316,13849.807484642115,11993.586666493316,11977.82407723297,12031.139242083449
12036.420904587936,13895.214004468138,12036.420904587936,12021.548819458298,12074.118403359536
12079.255142682556,13939.966102002601,12079.255142682556,12063.775927887576,12116.870627779053
12122.089380777174,13984.776481195966,12122.089380777174,12106.506269135694,12158.535167920982
12164.923618871793,14028.59954792855,12164.923618871793,12149.009862635976,12201.228480880867
12207.757856966411,14074.133256947986,12207.757856966411,12191.143155527481,12244.279734167072
12250.59209506103,14120.138411360706,12250.59209506103,12234.948638662194,12286.979803138873
12293.42633315565,14164.707168537569,12293.42633315565,12277.362173945827,12329.393298710609
12336.260571250268,14211.251093802353,12336.260571250268,12319.377849504805,12373.129607734241
12379.094809344888,14260.922472828463,12379.094809344888,12362.688941540619,12416.292014354553
12421.929047439507,14306.026329518216,12421.929047439507,12405.532468231844,12460.162045157067
12464.763285534125,14352.152707274736,12464.763285534125,12446.964617372203,12502.738665565346
12507.597523628745,14399.622258621963,12507.597523628745,12489.779738762227,12546.190897041233
12550.431761723365,14443.390720431864,12550.431761723365,12532.169006384163,12589.78829389728
12593.265999817982,14490.0023524899,12593.265999817982,12575.010922391484,12632.217331548109
12636.100237912602,14536.326948058802,12636.100237912602,12616.56719953178,12676.012686728394
12678.93447600722,14581.986354453875,12678.93447600722,12658.468354082572,12718.867527399902
12721.76871410184,14626.97888916458,12721.76871410184,12700.834574850776,12760.599775270324
12764.60295219646,14671.109581433335,12764.60295219646,12744.079158908358,12803.878579309427
12807.437190291077,14716.274846223268,12807.437190291077,12786.802847873676,12846.039155298711
12850.271428385697,14760.822998986732,12850.271428385697,12829.254145670277,12888.462276619775
12893.105666480316,14808.702301697002,12893.105666480316,12871.912637459174,12932.458893874204
12935.939904574934,14854.233820272037,12935.939904574934,12913.596551764533,12974.990959441235
12978.774142669554,14900.305150617594,12978.774142669554,12956.786255680083,13017.955112499885
13021.608380764173,14945.568462424199,13021.608380764173,12999.977943734002,13061.860064542212
13064.442618858791,14990.365354136316,13064.442618858791,13043.536730778433,13103.299542996094
13107.276856953411,15035.275865707328,13107.276856953411,13086.10719342917,13145.960964163129
13150.111095048029,15079.807442299898,13150.111095048029,13128.53472011154,13188.346501721624
13192.945333142648,15123.278023004257,13192.945333142648,13171.222534746956,13232.55589940208
13235.779571237268,15167.448363663972,13235.779571237268,13213.910975278286,13274.4509296785
13278.613809331886,15212.937339892069,13278.613809331888,13256.079701741333,13317.617267938309
13321.448047426506,15261.488522481708,13321.448047426506,13298.963250934688,13360.268649598003
13364.282285521125,15308.536230176544,13364.282285521125,13341.742436983566,13402.315325620793
13407.116523615743,15353.708988640283,13407.116523615743,13384.663479489442,13444.932908268647
13449.950761710363,15399.507254340511,13449.950761710363,13426.962829542075,13488.226291556319
13492.784999804982,15448.118219934917,13492.784999804982,13470.891354795705,13530.697992660984
13535.6192378996,15493.561858835485,13535.6192378996,13513.190927425188,13572.658617938034
13578.45347599422,15539.332067618185,13578.45347599422,13555.558126867832,13615.153317837394
13621.287714088838,15584.035727161327,13621.287714088838,13598.820751690522,13658.292060587404
13664.121952183457,15631.853711655065,13664.121952183457,13641.436459799965,13701.336990554797
13706.956190278077,15677.806432696712,13706.956190278077,13684.791073844843,13744.226788721719
13749.790428372695,15724.204701714205,13749.790428372695,13727.786447092014,13787.3789854508
13792.624666467314,15771.51699563113,13792.624666467314,13770.32923708487,13831.081585338987
13835.458904561934,15818.729032338417,13835.458904561934,13812.664091237388,13873.648890119579
13878.293142656552,15865.760843756165,13878.29314265655,13855.98086924133,13916.123134439624
13921.127380751172,15911.695554434149,13921.127380751172,13899.323468924807,13957.807116559978
13963.961618845791,15959.088184642307,13963.961618845791,13942.625333576516,14000.416454407223
14006.795856940409,16006.62952357322,14006.795856940409,13985.136682958895,14044.482075894024
14049.630095035029,16054.165159417973,14049.630095035027,14028.601577555484,14087.98074215304
14092.464333129647,16101.922029043419,14092.464333129647,14071.299218590872,14131.917259598718
14135.298571224266,16150.074734308726,14135.298571224266,14114.552890335237,14174.645187734292
14178.132809318886,16198.822826127134,14178.132809318888,14156.422615085019,14218.21315748171
14220.967047413504,16245.688502611174,14220.967047413504,14199.469824739901,14261.591468206258
14263.801285508123,16292.60844945163,14263.801285508123,14242.177341537654,14303.681551564501
14306.635523602743,16338.55622294694,14306.635523602743,14284.955556582818,14345.745806195358
14349.46976169736,16385.94155598173,14349.46976169736,14327.21226984427,14387.873436143276
14392.30399979198,16435.72423816759,14392.30399979198,14370.341718425472,14430.22848226845
14435.1382378866,16482.655380657252,14435.138237886602,14412.555504228249,14472.836410568854
14477.972475981218,16527.136318236313,14477.972475981218,14454.20888444113,14516.5825900909
14520.806714075838,16573.28662696368,14520.806714075838,14496.674854975761,14559.73914791775
14563.640952170455,16620.602284025168,14563.640952170457,14539.190680396252,14602.930502819334
14606.475190265075,16665.664991063542,14606.475190265075,14582.51885757285,14645.299935363964
