r,obs,theo,lo,hi
14649.309428359695,16710.992149291353,14649.309428359695,14625.976040625841,14688.090839598715
14692.143666454313,16755.358174036446,14692.143666454313,14669.573510324863,14730.487867540392
14734.977904548932,16801.777293411884,14734.977904548932,14712.24538957336,14773.598979586417
14777.812142643552,16847.018739179006,14777.812142643552,14755.200288491134,14817.722246393605
14820.64638073817,16892.580857030105,14820.64638073817,14798.293524761764,14860.073167533348
14863.48061883279,16940.870002706022,14863.48061883279,14839.785335069917,14903.112467066905
14906.314856927409,16986.387120128686,14906.314856927409,14881.533991856952,14944.930297664325
14949.149095022027,17031.730788909703,14949.149095022027,14923.763255762882,14987.810719809506
14991.983333116646,17076.410019652183,14991.983333116646,14966.560291745258,15030.305386332207
15034.817571211264,17123.031311808765,15034.817571211264,15008.7785615677,15071.773167825319
15077.651809305884,17168.149386081423,15077.651809305884,15052.466005484717,15114.815032156559
15120.486047400504,17212.564751738977,15120.486047400504,15095.968978233162,15157.388460815468
15163.320285495121,17256.679064910277,15163.320285495121,15138.420092356728,15199.440295092256
15206.154523589741,17300.47745039718,15206.154523589741,15180.921838479819,15242.710889741076
15248.98876168436,17345.472955928777,15248.98876168436,15223.120366235584,15286.243643583728
15291.822999778979,17389.952582012727,15291.822999778979,15266.849112244554,15328.814982337402
15334.657237873598,17434.006147492782,15334.657237873598,15310.082823937437,15372.411660687418
15377.491475968218,17478.92092751242,15377.491475968218,15353.01333599998,15415.637898786661
15420.325714062836,17522.995419595085,15420.325714062836,15396.651802922835,15458.29148251597
15463.159952157455,17565.903441217124,15463.159952157455,15438.640918464103,15501.051394422138
15505.994190252073,17608.90422908468,15505.994190252073,15482.027952768598,15544.383146612041
15548.828428346693,17652.459791497582,15548.828428346693,15523.377250176292,15586.357028707742
15591.662666441312,17695.293711316943,15591.66266644131,15566.61085089951,15629.540756758232
15634.49690453593,17739.80193837654,15634.49690453593,15609.78334903583,15672.537433670715
15677.33114263055,17782.74053651505,15677.331142630552,15653.08964687801,15715.07483533971
15720.16538072517,17827.092120476864,15720.16538072517,15695.497166783001,15757.741206623617
15762.999618819787,17869.602695714275,15762.999618819787,15737.821181951145,15800.057380535143
15805.833856914407,17912.99463696739,15805.833856914407,15781.324330786667,15842.220067529088
15848.668095009027,17957.575587844243,15848.668095009027,15823.880376325367,15885.740030108473
15891.502333103645,18000.639397820527,15891.502333103645,15866.554414890394,15928.124459334222
15934.336571198264,18043.82191345939,15934.336571198264,15909.187883012934,15971.115645628242
15977.170809292882,18085.835123432975,15977.170809292882,15951.15169580512,16014.840644177846
16020.005047387502,18127.788018629642,16020.005047387502,15993.642489773552,16057.31131368219
16062.839285482121,18171.01213372,16062.839285482121,16036.498055921493,16100.255263270037
16105.67352357674,18214.178791419246,16105.67352357674,16079.430068176849,16142.819491958102
16148.507761671359,18256.17944480083,16148.507761671357,16122.85246850277,16185.13240335512
16191.341999765978,18297.687352513556,16191.341999765978,16166.05977279057,16227.888684999325
16234.176237860596,18338.35397969677,16234.176237860596,16207.767488089812,16270.678104167035
16277.010475955216,18378.999390990295,16277.010475955216,16251.142569472,16313.41831817514
16319.844714049836,18420.88636627492,16319.844714049836,16294.196921382809,16356.47535940189
16362.678952144453,18462.287322922723,16362.678952144455,16336.225940994938,16399.848642746165
16405.51319023907,18502.58376807772,16405.51319023907,16378.145670090009,16442.933380634007
16448.34742833369,18545.35083213871,16448.34742833369,16421.99444264584,16485.34997116842
16491.18166642831,18585.86487206085,16491.18166642831,16466.15776245885,16528.75322364217
16534.01590452293,18625.96946667564,16534.01590452293,16508.94087548158,16571.971408190817
16576.85014261755,18668.283058001995,16576.85014261755,16551.346260944207,16614.786054597225
16619.68438071217,18710.368666101444,16619.68438071217,16593.56238065131,16657.322180132127
16662.518618806786,18752.063492460762,16662.518618806786,16636.722053287936,16700.799926705888
16705.352856901405,18793.210148893875,16705.352856901405,16679.628283504106,16743.428733238787
16748.187094996025,18833.782149863026,16748.187094996025,16722.746181020953,16786.172692792607
16791.021333090644,18873.59838481007,16791.021333090644,16765.266252323425,16828.611510511368
16833.855571185264,18914.987654193064,16833.855571185264,16807.891028072434,16871.66978296894
16876.68980927988,18957.156451739327,16876.68980927988,16850.006525650093,16914.88587127084
16919.5240473745,18997.50263221816,16919.5240473745,16892.73379207394,16958.49191943429
16962.35828546912,19036.420630281264,16962.35828546912,16934.549345809068,17000.858361222898
17005.19252356374,19075.88353677844,17005.19252356374,16977.34488739191,17043.561734430157
17048.02676165836,19115.45733243587,17048.02676165836,17019.661319288163,17086.835935402378
17090.86099975298,19154.541763390123,17090.86099975298,17061.851822517172,17129.85277223467
17133.695237847594,19194.01934760623,17133.695237847594,17104.987837321336,17172.457375621707
17176.529475942214,19233.00782554444,17176.529475942214,17147.502745817186,17216.03137555217
17219.363714036834,19272.469480318192,17219.363714036834,17190.11898287045,17258.537557187596
17262.197952131453,19313.184093920525,17262.197952131453,17232.92747854836,17301.470176416344
17305.032190226073,19353.32849717412,17305.032190226073,17275.519607602047,17345.396906126123
17347.86642832069,19391.446461363845,17347.86642832069,17318.56728380379,17387.923594037373
17390.70066641531,19429.636323620743,17390.70066641531,17361.201515258534,17432.05042807673
17433.53490450993,19468.859142541645,17433.53490450993,17404.29405635317,17475.451915914695
17476.369142604548,19509.530816361777,17476.369142604548,17445.79729018954,17517.993204764876
17519.203380699168,19549.17394375741,17519.203380699168,17490.461757388333,17561.323428966305
17562.037618793787,19589.815123707525,17562.037618793787,17533.697049155544,17603.697930734987
17604.871856888403,19629.261301106173,17604.871856888403,17575.794881956073,17646.690090435008
17647.706094983023,19668.455978508755,17647.706094983023,17618.437231117903,17689.259467150183
17690.540333077643,19708.049130554806,17690.540333077643,17660.725148100246,17731.83447713092
17733.374571172262,19748.5990641698,17733.374571172262,17704.284059692774,17775.651443599912
17776.208809266882,19787.337138363906,17776.208809266882,17747.007586666357,17819.153297233486
17819.043047361498,19828.18380959303,17819.043047361498,17790.566234295202,17861.963775900902
17861.877285456118,19869.58713329822,17861.877285456118,17834.16403770909,17905.359562967686
17904.711523550737,19908.869398339662,17904.711523550737,17877.077459424036,17948.406735806915
17947.545761645357,19948.013280772124,17947.545761645357,17920.312269563954,17992.07445396123
17990.379999739976,19989.419477135372,17990.379999739976,17962.59042607542,18035.800309952825
18033.214237834596,20028.838972380046,18033.214237834596,18005.22605412406,18079.380294161703
18076.048475929212,20067.808098508187,18076.048475929212,18048.32019625512,18122.370099704443
18118.88271402383,20108.95755171302,18118.88271402383,18090.390495259904,18165.19977876847
18161.71695211845,20149.082583014275,18161.71695211845,18134.25253487871,18208.13306546297
18204.55119021307,20189.947135786373,18204.55119021307,18176.631286099142,18250.890618664755
18247.38542830769,20230.414897170314,18247.38542830769,18219.14485655028,18293.732108385753
18290.219666402307,20270.867107122154,18290.219666402307,18262.574399295987,18336.94202778811
18333.053904496926,20312.6176774733,18333.053904496926,18305.03172006684,18379.862215512934
18375.888142591546,20354.23111753547,18375.888142591546,18347.596918606614,18423.33454017592
18418.722380686166,20395.28120774675,18418.722380686166,18391.269323071996,18466.47489253801
18461.556618780785,20436.64290758526,18461.556618780785,18433.45480912155,18509.682565372266
18504.390856875405,20479.195031083993,18504.390856875405,18476.496373978378,18551.882699660695
18547.22509497002,20521.784738657425,18547.22509497002,18518.967024601745,18594.949630849078
18590.05933306464,20564.337663748138,18590.05933306464,18562.20915286901,18638.518429381456
18632.89357115926,20606.061262062794,18632.89357115926,18604.82827199896,18681.033704012134
18675.72780925388,20647.585710536037,18675.72780925388,18647.422276043973,18724.557756563212
18718.5620473485,20690.012987479742,18718.5620473485,18689.784710955682,18767.7706243547
18761.396285443116,20735.214423667385,18761.396285443116,18732.711633323375,18810.478665731756
18804.230523537735,20780.573579396023,18804.230523537735,18775.42796596052,18853.108149240084
18847.064761632355,20824.447634004548,18847.064761632355,18817.534923831347,18897.017223008002
18889.898999726975,20868.361384337346,18889.898999726975,18860.546101461754,18939.742736881137
18932.733237821594,20910.514403133046,18932.733237821594,18903.283739086084,18982.550565589896
18975.567475916214,20952.652156872246,18975.567475916214,18945.18387899938,19026.15070444969
19018.40171401083,20995.92286164856,19018.40171401083,18987.87741942261,19068.80745163392
19061.23595210545,21039.66877894984,19061.23595210545,19030.331143023745,19111.788665762375
19104.07019020007,21083.70491972902,19104.07019020007,19073.71257198978,19154.40065777519
19146.90442829469,21125.350241761804,19146.90442829469,19116.850518098614,19197.13683857639
19189.73866638931,21168.305679439927,19189.73866638931,19158.845062858345,19239.264180264134
19232.572904483925,21211.293617577707,19232.572904483925,19202.063745652384,19282.422200896726
19275.407142578544,21255.632884957646,19275.407142578544,19244.530833443878,19325.012058303444
19318.241380673164,21300.379149426924,19318.241380673164,19287.80946520655,19367.856909891583
19361.075618767783,21344.591993215217,19361.075618767783,19329.87653326631,19412.125752431755
19403.909856862403,21387.813332254536,19403.909856862403,19372.98117740702,19455.003585315953
19446.744094957023,21430.32954027496,19446.744094957023,19416.311395748515,19498.898814918542
19489.57833305164,21474.07994644027,19489.57833305164,19459.189159072932,19541.93776704262
19532.41257114626,21518.431957699384,19532.41257114626,19502.072660330927,19584.827942761145
19575.246809240878,21563.012076869323,19575.246809240878,19544.55504934253,19627.93295641054
19618.081047335498,21607.207001694514,19618.081047335498,19587.294130481245,19672.180809899903
19660.915285430117,21651.291229689545,19660.915285430117,19629.681079806218,19714.906584356835
19703.749523524733,21696.15205483718,19703.749523524737,19672.301071284313,19756.87934272275
19746.583761619353,21741.307624057295,19746.583761619353,19715.27379290779,19799.364540791245
19789.417999713973,21786.620589831644,19789.417999713973,19756.782285477297,19842.897850084097
19832.252237808592,21831.533462755582,19832.252237808592,19799.296878221667,19886.181473669025
19875.086475903212,21876.758586076587,19875.086475903212,19842.204853970386,19930.548866165507
19917.92071399783,21924.15627901967,19917.92071399783,19885.430948263922,19973.618736571167
19960.754952092448,21969.52280132086,19960.754952092448,19929.19661782618,20016.57531466456
20003.589190187067,22013.74004959567,20003.589190187067,19972.0051865848,20058.489505789454
20046.423428281687,22059.254133651164,20046.423428281687,20014.29986327636,20101.306655447173
20089.257666376307,22104.137568125927,20089.257666376307,20056.807053325796,20144.041215708687
20132.091904470926,22150.116762085898,20132.091904470926,20098.88749779402,20187.0315618301
20174.926142565542,22196.600257630456,20174.926142565542,20142.29093776141,20230.38761598091
20217.760380660162,22243.51510846008,20217.760380660162,20185.288321229218,20272.189643936992
20260.59461875478,22290.47814769628,20260.59461875478,20228.113631991568,20314.27970976435
20303.4288568494,22337.762269629395,20303.4288568494,20270.491420519356,20356.645709192202
20346.26309494402,22385.07345679739,20346.26309494402,20313.69770515511,20398.885831707034
20389.09733303864,22433.18957124488,20389.09733303864,20356.483287484134,20442.519003228397
20431.931571133257,22478.592722834986,20431.931571133257,20398.571984898965,20486.510580344053
20474.765809227876,22524.358921270865,20474.765809227876,20441.033417339433,20529.922831162057
20517.600047322496,22571.307129495275,20517.600047322496,20482.466551201287,20574.168920317803
20560.434285417115,22619.773592973295,20560.434285417115,20525.207914015118,20617.72524306002
20603.268523511735,22667.04221738373,20603.268523511735,20567.735515757584,20661.03000524157
20646.10276160635,22714.752917292433,20646.10276160635,20609.554447722665,20704.222167239088
20688.93699970097,22763.224541904165,20688.93699970097,20653.134023246883,20746.625283793375
20731.77123779559,22810.35523847175,20731.77123779559,20696.63403042845,20789.310436953303
20774.60547589021,22858.256445142386,20774.60547589021,20738.327127009004,20832.173044288153
20817.43971398483,22905.94235961689,20817.43971398483,20780.668248048103,20875.599345148792
20860.27395207945,22955.015621947372,20860.27395207945,20823.613672409057,20918.33629967842
20903.108190174065,23001.92887310941,20903.108190174065,20865.592415754825,20960.95505428716
20945.942428268685,23050.15836862524,20945.942428268685,20907.461669770884,21003.032461358234
20988.776666363305,23099.947883724206,20988.776666363305,20950.862173033325,21046.282762166404
21031.610904457924,23147.235137263266,21031.610904457924,20993.316000273262,21089.03297280538
21074.445142552544,23196.54287053638,21074.445142552544,21035.85167190975,21131.441583490247
21117.27938064716,23246.50730113968,21117.27938064716,21078.291842346556,21175.15566879978
21160.11361874178,23294.776761142108,21160.11361874178,21120.57391345567,21218.39784016547
21202.9478568364,23343.329685956964,21202.9478568364,21163.520133760456,21260.081529435764
21245.78209493102,23394.13791170705,21245.782094931015,21205.595724828137,21303.98326082543
21288.61633302564,23444.560916909613,21288.61633302564,21247.84961056187,21348.352046056134
21331.45057112026,23493.499638617788,21331.45057112026,21290.618016635646,21390.8630525105
21374.284809214874,23540.97076360271,21374.284809214874,21333.48420415637,21433.581163445426
21417.119047309494,23588.518865197348,21417.119047309494,21376.971782457156,21477.675972049452
21459.953285404114,23637.572226747223,21459.953285404114,21419.644767246176,21520.29407878964
21502.787523498733,23685.154224435122,21502.787523498733,21462.08495010401,21563.484390505797
21545.621761593353,23731.728540708842,21545.621761593353,21504.8139124952,21607.189359612355
21588.45599968797,23778.20065879338,21588.45599968797,21546.904980918796,21649.52737752636
21631.29023778259,23825.54501627564,21631.29023778259,21589.74212338477,21693.07533832537
21674.124475877208,23873.23756674701,21674.124475877208,21631.947931279487,21735.92976080015
21716.958713971828,23920.44928046636,21716.958713971828,21674.137764693263,21778.7552728026
21759.792952066447,23970.093483286157,21759.792952066447,21717.82547900053,21821.952517131213
21802.627190161067,24019.552416377206,21802.627190161067,21760.389555613805,21864.902402503245
21845.461428255683,24067.508606760402,21845.461428255683,21803.388661264482,21908.73548106567
21888.295666350303,24115.26188529425,21888.295666350303,21845.76938133096,21950.98884152205
21931.129904444922,24163.866111886524,21931.129904444922,21888.860387178367,21993.435957080157
